,train_iou_score,train_accuracy,train_fscore,train_precision,train_recall,train_loss,val_iou_score,val_accuracy,val_fscore,val_precision,val_recall,val_loss
0,0.8907046663856695,0.9660568652984366,0.9395292155250516,0.9178019759650227,0.9670573207801711,0.18100961666546753,0.9114917689754115,0.9809265530878495,0.9534234077699723,0.9544388661461495,0.9524439688651792,0.11084175975091999
1,0.9402900081359316,0.9845630917138244,0.9691574462430037,0.9673758549298452,0.9710239084784642,0.07117176605369857,0.9313539872246404,0.9853999422442529,0.9643261538397881,0.9651349532988763,0.9635469394345437,0.07602257786258575
2,0.9513856422208358,0.9875298417164,0.9750438296723223,0.9744652338878428,0.9756661762216523,0.05344567831628069,0.9425711256842458,0.9879111138082319,0.97034829085873,0.975856429146182,0.9649227896044332,0.061316799732946556
3,0.957324752348936,0.9891049904909303,0.9781647238559377,0.9780166193335235,0.9783506779250258,0.04542054334479963,0.9437771304961173,0.9881234207460956,0.9709924959367323,0.970560331498423,0.9714366505222933,0.05877636805657418
4,0.961110279053629,0.9900888099460179,0.9801439679935122,0.9801752630598801,0.9801382195495655,0.04067170918585063,0.95171011744007,0.989878015172097,0.9751965903466748,0.980390432380861,0.9700705399436336,0.04975494357847397
5,0.9638927252832543,0.9908175961765833,0.9815926443120992,0.9816415559552719,0.9815770470068789,0.03739298441128165,0.9552546729964594,0.9906214235290405,0.9770575694499477,0.9800413808514993,0.9741038555099117,0.045831358240496715
6,0.9659641408968069,0.9913534160128576,0.982668364454127,0.9827422592826266,0.9826189758543503,0.035004193773250564,0.9553120155488293,0.9906516892294732,0.9770954039789016,0.9839920516937009,0.9703069310034476,0.045583461561510635
7,0.9680197510069498,0.9918654331702276,0.9837354702318847,0.9837693410789321,0.9837235332968713,0.03272309726130271,0.9546882721685593,0.9904816217960846,0.9767647722075062,0.9773737413267937,0.9761667357337092,0.04588971791728852
8,0.9694164734565187,0.9922432286705909,0.9844557948724062,0.9845066436068086,0.9844251941583442,0.031189089667104264,0.959297619519695,0.9915017860551036,0.9791811204725697,0.9849272552997839,0.9735146732099594,0.041195734854667404
9,0.970820148029404,0.9925987150721652,0.9851807316462837,0.9851643698726722,0.985213773761818,0.029679919889790237,0.9617019930193501,0.9920133602234624,0.9804397696448911,0.9860338164914038,0.9749207362051933,0.03873884677886963
10,0.9717691589691826,0.9928457659327671,0.985670060815218,0.985699764712301,0.9856603140821437,0.028648325699364728,0.9625470080683307,0.9921637090944475,0.980866788856445,0.9816326364394157,0.9801139091291736,0.037814825773239136
11,0.9726707832607813,0.9930644466547299,0.9861351910956151,0.9861706632650445,0.9861181930215187,0.02768298010071198,0.964762483873675,0.9926467778221256,0.982030169617745,0.9843012988567353,0.9797774803253911,0.03554297358758987
12,0.974047523701119,0.9934310170118226,0.9868433034730578,0.986856033782921,0.9868443025376854,0.02625849156198141,0.9636077630904414,0.9924082592610388,0.981428277107977,0.9834989645788745,0.9793732397017939,0.03661971130678729
13,0.9747223033455901,0.9935822375790632,0.9871911763667108,0.9871835758786405,0.9872172251493037,0.025542019125454892,0.9653430177319435,0.9927807344544319,0.9823334784277025,0.986864145725004,0.9778515581161743,0.034898780045970794
14,0.9752735351035019,0.993736630212329,0.9874733832173925,0.9874978872960459,0.9874646443881113,0.02496321394830525,0.9646963073361304,0.9926216784984836,0.9819966525800765,0.9820887302198716,0.9819100806790013,0.03549744429126862
15,0.9759072532395798,0.9938911127900784,0.9877989428315704,0.9877679171208624,0.9878426096243469,0.02430204339400082,0.9669837845909981,0.9931340592522775,0.9831850422966865,0.9882884179392168,0.9781447418274417,0.033197440447345856
16,0.9764532688146601,0.9940418544895421,0.9880787837720348,0.9880563973902693,0.988112393505348,0.023737099223242037,0.9673212324419328,0.9931862037028036,0.9833588667454257,0.9869585123754315,0.9797915297169839,0.032840801823523745
17,0.9766999505803678,0.9941005869236637,0.9882048110445892,0.9882270317517206,0.9881970029555729,0.023472220601443054,0.9664482060940034,0.9929529284277273,0.9829067645534392,0.9795994527878299,0.9862452966551629,0.033726794104422295
18,0.9773432344855199,0.9942630775466946,0.988535090176042,0.9884794672170959,0.9886042247554343,0.02281353468885403,0.96931385897821,0.9935862806535536,0.9843947608624736,0.9848695637718323,0.983927862298104,0.03083437585061598
19,0.9780604583705836,0.9944469250275758,0.9889026962683531,0.9888968861891418,0.9889208617095723,0.02208529791994418,0.9703305728973881,0.9938100441809621,0.9849194201730914,0.9859549201303911,0.9838910987300258,0.029805608334079848
